#nanoseconds	topic	value
15000000000	simDERADC/house0_l106_tm_heating_setpoint	72.8
15000000000	simDERADC/house0_l106_tm_cooling_setpoint	77.25
15000000000	simDERADC/house1_l106_tm_heating_setpoint	72.8
15000000000	simDERADC/house1_l106_tm_cooling_setpoint	76.5
15000000000	simDERADC/house2_l106_tm_heating_setpoint	71.4
15000000000	simDERADC/house2_l106_tm_cooling_setpoint	75.75
15000000000	simDERADC/house3_l106_tm_heating_setpoint	72.8
15000000000	simDERADC/house3_l106_tm_cooling_setpoint	77.25
15000000000	simDERADC/house4_l106_tm_heating_setpoint	72.10000000000001
15000000000	simDERADC/house4_l106_tm_cooling_setpoint	78.0
15000000000	simDERADC/house5_l106_tm_heating_setpoint	70.7
15000000000	simDERADC/house5_l106_tm_cooling_setpoint	76.5
15000000000	simDERADC/house6_l106_tm_heating_setpoint	72.8
15000000000	simDERADC/house6_l106_tm_cooling_setpoint	78.0
15000000000	simDERADC/house7_l106_tm_heating_setpoint	70.7
15000000000	simDERADC/house7_l106_tm_cooling_setpoint	75.75
15000000000	simDERADC/house8_l106_tm_heating_setpoint	70.7
15000000000	simDERADC/house8_l106_tm_cooling_setpoint	75.75
15000000000	simDERADC/house9_l106_tm_heating_setpoint	72.10000000000001
15000000000	simDERADC/house9_l106_tm_cooling_setpoint	78.0
15000000000	simDERADC/house10_l106_tm_heating_setpoint	72.8
15000000000	simDERADC/house10_l106_tm_cooling_setpoint	77.25
15000000000	simDERADC/house11_l106_tm_heating_setpoint	70.7
15000000000	simDERADC/house11_l106_tm_cooling_setpoint	78.0
15000000000	simDERADC/house12_l106_tm_heating_setpoint	70.7
15000000000	simDERADC/house12_l106_tm_cooling_setpoint	75.75
15000000000	simDERADC/house13_l106_tm_heating_setpoint	70.7
15000000000	simDERADC/house13_l106_tm_cooling_setpoint	75.75
15000000000	simDERADC/house14_l106_tm_heating_setpoint	70.7
15000000000	simDERADC/house14_l106_tm_cooling_setpoint	75.75
15000000000	simDERADC/house0_l107_tm_heating_setpoint	71.4
15000000000	simDERADC/house0_l107_tm_cooling_setpoint	76.5
15000000000	simDERADC/house1_l107_tm_heating_setpoint	71.4
15000000000	simDERADC/house1_l107_tm_cooling_setpoint	76.5
15000000000	simDERADC/house2_l107_tm_heating_setpoint	73.5
15000000000	simDERADC/house2_l107_tm_cooling_setpoint	78.0
15000000000	simDERADC/house4_l107_tm_heating_setpoint	72.10000000000001
15000000000	simDERADC/house4_l107_tm_cooling_setpoint	75.75
15000000000	simDERADC/house5_l107_tm_heating_setpoint	71.4
15000000000	simDERADC/house5_l107_tm_cooling_setpoint	75.75
15000000000	simDERADC/house6_l107_tm_heating_setpoint	73.5
15000000000	simDERADC/house6_l107_tm_cooling_setpoint	78.0
15000000000	simDERADC/house7_l107_tm_heating_setpoint	72.10000000000001
15000000000	simDERADC/house7_l107_tm_cooling_setpoint	76.5
15000000000	simDERADC/house8_l107_tm_heating_setpoint	70.7
15000000000	simDERADC/house8_l107_tm_cooling_setpoint	78.0
15000000000	simDERADC/house9_l107_tm_heating_setpoint	73.5
15000000000	simDERADC/house9_l107_tm_cooling_setpoint	75.75
15000000000	simDERADC/house10_l107_tm_heating_setpoint	71.4
15000000000	simDERADC/house10_l107_tm_cooling_setpoint	76.5
15000000000	simDERADC/house11_l107_tm_heating_setpoint	70.7
15000000000	simDERADC/house11_l107_tm_cooling_setpoint	78.0
15000000000	simDERADC/house12_l107_tm_heating_setpoint	72.10000000000001
15000000000	simDERADC/house12_l107_tm_cooling_setpoint	78.75
15000000000	simDERADC/house13_l107_tm_heating_setpoint	72.10000000000001
15000000000	simDERADC/house13_l107_tm_cooling_setpoint	78.0
15000000000	simDERADC/PVinv_house8_l106_tm_P_Out	0.0
15000000000	simDERADC/PVinv_house8_l106_tm_Q_Out	0.0
15000000000	simDERADC/PVinv_house4_l107_tm_P_Out	0.0
15000000000	simDERADC/PVinv_house4_l107_tm_Q_Out	0.0
15000000000	simDERADC/PVinv_house12_l107_tm_P_Out	0.0
15000000000	simDERADC/PVinv_house12_l107_tm_Q_Out	0.0
15000000000	simDERADC/house0_wh_l106_tm_tank_setpoint	135.20000000000002
15000000000	simDERADC/house1_wh_l106_tm_tank_setpoint	132.6
15000000000	simDERADC/house3_wh_l106_tm_tank_setpoint	133.9
15000000000	simDERADC/house4_wh_l106_tm_tank_setpoint	136.5
15000000000	simDERADC/house5_wh_l106_tm_tank_setpoint	133.9
15000000000	simDERADC/house6_wh_l106_tm_tank_setpoint	132.6
15000000000	simDERADC/house7_wh_l106_tm_tank_setpoint	132.6
15000000000	simDERADC/house8_wh_l106_tm_tank_setpoint	133.9
15000000000	simDERADC/house9_wh_l106_tm_tank_setpoint	133.9
15000000000	simDERADC/house10_wh_l106_tm_tank_setpoint	132.6
15000000000	simDERADC/house11_wh_l106_tm_tank_setpoint	133.9
15000000000	simDERADC/house1_wh_l107_tm_tank_setpoint	135.20000000000002
15000000000	simDERADC/house4_wh_l107_tm_tank_setpoint	133.9
15000000000	simDERADC/house5_wh_l107_tm_tank_setpoint	133.9
15000000000	simDERADC/Binv_house0_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house0_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house1_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house1_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house4_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house4_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house5_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house5_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house6_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house6_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house7_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house7_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house8_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house8_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house9_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house9_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house11_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house11_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house12_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house12_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house13_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house13_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house14_l106_tm_P_Out	0.0
15000000000	simDERADC/Binv_house14_l106_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house1_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house1_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house2_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house2_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house3_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house3_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house4_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house4_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house6_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house6_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house7_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house7_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house10_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house10_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house11_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house11_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house12_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house12_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house13_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house13_l107_tm_Q_Out	0.0
15000000000	simDERADC/Binv_house14_l107_tm_P_Out	0.0
15000000000	simDERADC/Binv_house14_l107_tm_Q_Out	0.0
15000000000	GLD/house5_wh_l107_tm_temperature	+132.998 degF
15000000000	GLD/house4_wh_l107_tm_temperature	+139.797 degF
15000000000	GLD/house1_wh_l107_tm_temperature	+130.684 degF
15000000000	GLD/house11_wh_l106_tm_temperature	+137.595 degF
15000000000	GLD/house10_wh_l106_tm_temperature	+140.795 degF
15000000000	GLD/house9_wh_l106_tm_temperature	+135.998 degF
15000000000	GLD/house8_wh_l106_tm_temperature	+131.829 degF
15000000000	GLD/house7_wh_l106_tm_temperature	+140.197 degF
15000000000	GLD/house6_wh_l106_tm_temperature	+132.751 degF
15000000000	GLD/house5_wh_l106_tm_temperature	+131.633 degF
15000000000	GLD/house4_wh_l106_tm_temperature	+136.398 degF
15000000000	GLD/house3_wh_l106_tm_temperature	+140.598 degF
15000000000	GLD/house1_wh_l106_tm_temperature	+133.603 degF
15000000000	GLD/house0_wh_l106_tm_temperature	+141.897 degF
15000000000	GLD/meter_n150_measured_real_power	+2.11576e+06 W
15000000000	GLD/house13_l107_tm_mass_temperature	+70.8708 degF
15000000000	GLD/house13_l107_tm_air_temperature	+70.9549 degF
15000000000	GLD/house13_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house12_l107_tm_mass_temperature	+71.3208 degF
15000000000	GLD/house12_l107_tm_air_temperature	+71.4145 degF
15000000000	GLD/house12_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house11_l107_tm_mass_temperature	+69.7209 degF
15000000000	GLD/house11_l107_tm_air_temperature	+69.7948 degF
15000000000	GLD/house11_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house10_l107_tm_mass_temperature	+69.0507 degF
15000000000	GLD/house10_l107_tm_air_temperature	+69.1156 degF
15000000000	GLD/house10_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house9_l107_tm_mass_temperature	+68.1906 degF
15000000000	GLD/house9_l107_tm_air_temperature	+68.2878 degF
15000000000	GLD/house9_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house8_l107_tm_mass_temperature	+71.0907 degF
15000000000	GLD/house8_l107_tm_air_temperature	+71.1675 degF
15000000000	GLD/house8_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house7_l107_tm_mass_temperature	+71.5308 degF
15000000000	GLD/house7_l107_tm_air_temperature	+71.6021 degF
15000000000	GLD/house7_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house6_l107_tm_mass_temperature	+68.3918 degF
15000000000	GLD/house6_l107_tm_air_temperature	+68.4779 degF
15000000000	GLD/house6_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house5_l107_tm_mass_temperature	+68.8008 degF
15000000000	GLD/house5_l107_tm_air_temperature	+68.9109 degF
15000000000	GLD/house5_l107_tm_Qm	+808.034
15000000000	GLD/house5_l107_tm_Qa	+21530.9
15000000000	GLD/house5_l107_tm_Qi	+1616.07
15000000000	GLD/house5_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house4_l107_tm_mass_temperature	+68.1007 degF
15000000000	GLD/house4_l107_tm_air_temperature	+68.208 degF
15000000000	GLD/house4_l107_tm_Qm	+1163.88
15000000000	GLD/house4_l107_tm_Qa	+21886.7
15000000000	GLD/house4_l107_tm_Qi	+2327.76
15000000000	GLD/house4_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house2_l107_tm_mass_temperature	+70.9708 degF
15000000000	GLD/house2_l107_tm_air_temperature	+71.0562 degF
15000000000	GLD/house2_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house1_l107_tm_mass_temperature	+70.6509 degF
15000000000	GLD/house1_l107_tm_air_temperature	+70.7508 degF
15000000000	GLD/house1_l107_tm_Qm	+949.073
15000000000	GLD/house1_l107_tm_Qa	+21671.9
15000000000	GLD/house1_l107_tm_Qi	+1898.15
15000000000	GLD/house1_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house0_l107_tm_mass_temperature	+71.3009 degF
15000000000	GLD/house0_l107_tm_air_temperature	+71.3701 degF
15000000000	GLD/house0_l107_tm_hvac_load	+0.213496 kW
15000000000	GLD/house14_l106_tm_mass_temperature	+69.5507 degF
15000000000	GLD/house14_l106_tm_air_temperature	+69.6659 degF
15000000000	GLD/house14_l106_tm_Qa	+22156.6
15000000000	GLD/house14_l106_tm_hvac_load	+6.10799 kW
15000000000	GLD/house13_l106_tm_mass_temperature	+68.2709 degF
15000000000	GLD/house13_l106_tm_air_temperature	+68.3945 degF
15000000000	GLD/house13_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house12_l106_tm_mass_temperature	+70.3511 degF
15000000000	GLD/house12_l106_tm_air_temperature	+70.4378 degF
15000000000	GLD/house12_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house11_l106_tm_mass_temperature	+69.1109 degF
15000000000	GLD/house11_l106_tm_air_temperature	+69.1825 degF
15000000000	GLD/house11_l106_tm_Qm	+1136.37
15000000000	GLD/house11_l106_tm_Qa	+11859.2
15000000000	GLD/house11_l106_tm_Qi	+2272.74
15000000000	GLD/house11_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house10_l106_tm_mass_temperature	+71.0709 degF
15000000000	GLD/house10_l106_tm_air_temperature	+71.167 degF
15000000000	GLD/house10_l106_tm_Qm	+917.413
15000000000	GLD/house10_l106_tm_Qa	+21640.2
15000000000	GLD/house10_l106_tm_Qi	+1834.83
15000000000	GLD/house10_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house9_l106_tm_mass_temperature	+69.4809 degF
15000000000	GLD/house9_l106_tm_air_temperature	+69.5847 degF
15000000000	GLD/house9_l106_tm_Qm	+1250.37
15000000000	GLD/house9_l106_tm_Qa	+21973.2
15000000000	GLD/house9_l106_tm_Qi	+2500.74
15000000000	GLD/house9_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house8_l106_tm_mass_temperature	+71.081 degF
15000000000	GLD/house8_l106_tm_air_temperature	+71.1535 degF
15000000000	GLD/house8_l106_tm_Qm	+784.947
15000000000	GLD/house8_l106_tm_Qa	+11507.8
15000000000	GLD/house8_l106_tm_Qi	+1569.89
15000000000	GLD/house8_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house7_l106_tm_mass_temperature	+70.7611 degF
15000000000	GLD/house7_l106_tm_air_temperature	+70.8311 degF
15000000000	GLD/house7_l106_tm_Qm	+1042.24
15000000000	GLD/house7_l106_tm_Qa	+11765.1
15000000000	GLD/house7_l106_tm_Qi	+2084.47
15000000000	GLD/house7_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house6_l106_tm_mass_temperature	+69.781 degF
15000000000	GLD/house6_l106_tm_air_temperature	+69.8422 degF
15000000000	GLD/house6_l106_tm_Qm	+982.789
15000000000	GLD/house6_l106_tm_Qa	+11705.6
15000000000	GLD/house6_l106_tm_Qi	+1965.58
15000000000	GLD/house6_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house5_l106_tm_mass_temperature	+68.1011 degF
15000000000	GLD/house5_l106_tm_air_temperature	+68.198 degF
15000000000	GLD/house5_l106_tm_Qm	+1458.62
15000000000	GLD/house5_l106_tm_Qa	+22181.4
15000000000	GLD/house5_l106_tm_Qi	+2917.24
15000000000	GLD/house5_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house4_l106_tm_mass_temperature	+71.4806 degF
15000000000	GLD/house4_l106_tm_air_temperature	+71.5613 degF
15000000000	GLD/house4_l106_tm_Qm	+1198.47
15000000000	GLD/house4_l106_tm_Qa	+21921.3
15000000000	GLD/house4_l106_tm_Qi	+2396.94
15000000000	GLD/house4_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house3_l106_tm_mass_temperature	+71.2407 degF
15000000000	GLD/house3_l106_tm_air_temperature	+71.3117 degF
15000000000	GLD/house3_l106_tm_Qm	+975.965
15000000000	GLD/house3_l106_tm_Qa	+21698.8
15000000000	GLD/house3_l106_tm_Qi	+1951.93
15000000000	GLD/house3_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house2_l106_tm_mass_temperature	+70.2007 degF
15000000000	GLD/house2_l106_tm_air_temperature	+70.2608 degF
15000000000	GLD/house2_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house1_l106_tm_mass_temperature	+70.2406 degF
15000000000	GLD/house1_l106_tm_air_temperature	+70.326 degF
15000000000	GLD/house1_l106_tm_Qm	+787.636
15000000000	GLD/house1_l106_tm_Qa	+21510.5
15000000000	GLD/house1_l106_tm_Qi	+1575.27
15000000000	GLD/house1_l106_tm_hvac_load	+0.213049 kW
15000000000	GLD/house0_l106_tm_mass_temperature	+70.3506 degF
15000000000	GLD/house0_l106_tm_air_temperature	+70.4441 degF
15000000000	GLD/house0_l106_tm_Qm	+786.261
15000000000	GLD/house0_l106_tm_Qa	+21509.1
15000000000	GLD/house0_l106_tm_Qi	+1572.52
15000000000	GLD/house0_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house5_wh_l107_tm_temperature	+132.998 degF
16000000000	GLD/house4_wh_l107_tm_temperature	+139.797 degF
16000000000	GLD/house1_wh_l107_tm_temperature	+130.694 degF
16000000000	GLD/house11_wh_l106_tm_temperature	+137.594 degF
16000000000	GLD/house10_wh_l106_tm_temperature	+140.795 degF
16000000000	GLD/house9_wh_l106_tm_temperature	+135.998 degF
16000000000	GLD/house8_wh_l106_tm_temperature	+131.842 degF
16000000000	GLD/house7_wh_l106_tm_temperature	+140.197 degF
16000000000	GLD/house6_wh_l106_tm_temperature	+132.777 degF
16000000000	GLD/house5_wh_l106_tm_temperature	+131.646 degF
16000000000	GLD/house4_wh_l106_tm_temperature	+136.398 degF
16000000000	GLD/house3_wh_l106_tm_temperature	+140.598 degF
16000000000	GLD/house1_wh_l106_tm_temperature	+133.629 degF
16000000000	GLD/house0_wh_l106_tm_temperature	+141.896 degF
16000000000	GLD/meter_n150_measured_real_power	+2.1178e+06 W
16000000000	GLD/house13_l107_tm_mass_temperature	+70.8708 degF
16000000000	GLD/house13_l107_tm_air_temperature	+70.9625 degF
16000000000	GLD/house13_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house12_l107_tm_mass_temperature	+71.3209 degF
16000000000	GLD/house12_l107_tm_air_temperature	+71.4219 degF
16000000000	GLD/house12_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house11_l107_tm_mass_temperature	+69.721 degF
16000000000	GLD/house11_l107_tm_air_temperature	+69.8006 degF
16000000000	GLD/house11_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house10_l107_tm_mass_temperature	+69.0508 degF
16000000000	GLD/house10_l107_tm_air_temperature	+69.1206 degF
16000000000	GLD/house10_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house9_l107_tm_mass_temperature	+68.1907 degF
16000000000	GLD/house9_l107_tm_air_temperature	+68.2946 degF
16000000000	GLD/house9_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house8_l107_tm_mass_temperature	+71.0908 degF
16000000000	GLD/house8_l107_tm_air_temperature	+71.1744 degF
16000000000	GLD/house8_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house7_l107_tm_mass_temperature	+71.5308 degF
16000000000	GLD/house7_l107_tm_air_temperature	+71.6077 degF
16000000000	GLD/house7_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house6_l107_tm_mass_temperature	+68.3919 degF
16000000000	GLD/house6_l107_tm_air_temperature	+68.484 degF
16000000000	GLD/house6_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house5_l107_tm_mass_temperature	+68.8008 degF
16000000000	GLD/house5_l107_tm_air_temperature	+68.9187 degF
16000000000	GLD/house5_l107_tm_Qm	+808.025
16000000000	GLD/house5_l107_tm_Qa	+21530.8
16000000000	GLD/house5_l107_tm_Qi	+1616.05
16000000000	GLD/house5_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house4_l107_tm_mass_temperature	+68.1008 degF
16000000000	GLD/house4_l107_tm_air_temperature	+68.2156 degF
16000000000	GLD/house4_l107_tm_Qm	+1163.87
16000000000	GLD/house4_l107_tm_Qa	+21886.7
16000000000	GLD/house4_l107_tm_Qi	+2327.74
16000000000	GLD/house4_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house2_l107_tm_mass_temperature	+70.9709 degF
16000000000	GLD/house2_l107_tm_air_temperature	+71.0652 degF
16000000000	GLD/house2_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house1_l107_tm_mass_temperature	+70.6509 degF
16000000000	GLD/house1_l107_tm_air_temperature	+70.7598 degF
16000000000	GLD/house1_l107_tm_Qm	+949.075
16000000000	GLD/house1_l107_tm_Qa	+21671.9
16000000000	GLD/house1_l107_tm_Qi	+1898.15
16000000000	GLD/house1_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house0_l107_tm_mass_temperature	+71.301 degF
16000000000	GLD/house0_l107_tm_air_temperature	+71.3755 degF
16000000000	GLD/house0_l107_tm_hvac_load	+0.213496 kW
16000000000	GLD/house14_l106_tm_mass_temperature	+69.5508 degF
16000000000	GLD/house14_l106_tm_air_temperature	+69.6749 degF
16000000000	GLD/house14_l106_tm_Qa	+22156.6
16000000000	GLD/house14_l106_tm_hvac_load	+6.10799 kW
16000000000	GLD/house13_l106_tm_mass_temperature	+68.271 degF
16000000000	GLD/house13_l106_tm_air_temperature	+68.4032 degF
16000000000	GLD/house13_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house12_l106_tm_mass_temperature	+70.3512 degF
16000000000	GLD/house12_l106_tm_air_temperature	+70.4447 degF
16000000000	GLD/house12_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house11_l106_tm_mass_temperature	+69.111 degF
16000000000	GLD/house11_l106_tm_air_temperature	+69.188 degF
16000000000	GLD/house11_l106_tm_Qm	+1136.36
16000000000	GLD/house11_l106_tm_Qa	+11859.2
16000000000	GLD/house11_l106_tm_Qi	+2272.72
16000000000	GLD/house11_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house10_l106_tm_mass_temperature	+71.071 degF
16000000000	GLD/house10_l106_tm_air_temperature	+71.1746 degF
16000000000	GLD/house10_l106_tm_Qm	+917.401
16000000000	GLD/house10_l106_tm_Qa	+21640.2
16000000000	GLD/house10_l106_tm_Qi	+1834.8
16000000000	GLD/house10_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house9_l106_tm_mass_temperature	+69.481 degF
16000000000	GLD/house9_l106_tm_air_temperature	+69.5929 degF
16000000000	GLD/house9_l106_tm_Qm	+1250.35
16000000000	GLD/house9_l106_tm_Qa	+21973.2
16000000000	GLD/house9_l106_tm_Qi	+2500.7
16000000000	GLD/house9_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house8_l106_tm_mass_temperature	+71.0811 degF
16000000000	GLD/house8_l106_tm_air_temperature	+71.1592 degF
16000000000	GLD/house8_l106_tm_Qm	+784.96
16000000000	GLD/house8_l106_tm_Qa	+11507.8
16000000000	GLD/house8_l106_tm_Qi	+1569.92
16000000000	GLD/house8_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house7_l106_tm_mass_temperature	+70.7612 degF
16000000000	GLD/house7_l106_tm_air_temperature	+70.8366 degF
16000000000	GLD/house7_l106_tm_Qm	+1042.23
16000000000	GLD/house7_l106_tm_Qa	+11765
16000000000	GLD/house7_l106_tm_Qi	+2084.46
16000000000	GLD/house7_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house6_l106_tm_mass_temperature	+69.781 degF
16000000000	GLD/house6_l106_tm_air_temperature	+69.847 degF
16000000000	GLD/house6_l106_tm_Qm	+982.815
16000000000	GLD/house6_l106_tm_Qa	+11705.6
16000000000	GLD/house6_l106_tm_Qi	+1965.63
16000000000	GLD/house6_l106_tm_hvac_load	+0.213049 kW
16000000000	GLD/house5_l106_tm_mass_temperature	+68.1012 degF
16000000000	GLD/house5_l106_tm_air_temperature	+68.2049 degF
16000000000	GLD/house5_l106_tm_Qm	+1458.64
16000000000	GLD/house5_l106_tm_Qa	+22181.5
16000000000	GLD/house5_l106_tm_Qi	+2917.27
16000000000	GLD/house5_l106_tm_hvac_load	+0.213049 kW
